Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
sure,0.2.0,NA,R (>= 3.1),"ggplot2 (>= 2.2.1), goftest, gridExtra, stats",NA,"MASS, ordinal, rms, testthat, VGAM",NA,GPL (>= 2),NA,NA,NA,NA,b4cb1924972fa23db35851275cd267d9,no,NA,"Brandon Greenwell [aut, cre],
  Andrew McCarthy [aut],
  Brad Boehmke [aut],
  Dungang Liu [ctb]","c(
  person(""Brandon"", ""Greenwell"",
         email = ""greenwell.brandon@gmail.com"",
         role = c(""aut"", ""cre"")),
  person(""Andrew"", ""McCarthy"",
         email = ""andrew.mccarthy@theperducogroup.com"",
         role = c(""aut"")),
  person(""Brad"", ""Boehmke"",
         email = ""bradleyboehmke@gmail.com"",
         role = c(""aut"")),
  person(""Dungang"", ""Liu"",
         email = ""dungang.liu@uc.edu"",
         role = c(""ctb""))
  )",NA,https://github.com/AFIT-R/sure/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-19 18:04:46 UTC,"An implementation of the surrogate approach to residuals and 
  diagnostics for ordinal and general regression models; for details, see Liu 
  and Zhang (2017) <doi:10.1080/01621459.2017.1292915>. These residuals can be 
  used to construct standard residual plots for model diagnostics (e.g., 
  residual-vs-fitted value plots, residual-vs-covariate plots, Q-Q plots, etc.). 
  The package also provides an 'autoplot' function for producing standard 
  diagnostic plots using 'ggplot2' graphics. The package currently supports 
  cumulative link models from packages 'MASS', 'ordinal', 'rms', and 'VGAM'. 
  Support for binary regression models using the standard 'glm' function is also 
  available.",UTF-8,NA,NA,true,NA,NA,NA,Brandon Greenwell <greenwell.brandon@gmail.com>,NA,2017-09-19 15:41:08 UTC; greenweb,NA,NA,NA,NA,Surrogate Residuals for Ordinal and General Regression Models,Package,https://github.com/AFIT-R/sure,NA,NA,NA,NA,NA,2017-09-19,weightedCL,NA,NA,NA,NA,NA,10.32614/CRAN.package.sure,TRUE,FALSE,TRUE,FALSE,1
svgPanZoom,0.3.4,NA,R (>= 3.1.2),htmlwidgets (>= 0.3.2),NA,"htmltools, svglite","gridSVG, knitr, XML, xml2",MIT + file LICENSE,NA,NA,NA,NA,aa682e255fab5307401e9332d626718f,no,NA,"Anders Riutta et. al. [aut, cph] (svg-pan-zoom.js BSD-licensed library
    in htmlwidgets/lib, https://github.com/ariutta/svg-pan-zoom),
  Jorik Tangelder [aut, cph] (hammer.js MIT-licensed touch library in
    htmlwidgets/lib, https://github.com/hammerjs/hammer),
  Kent Russell [aut, cre] (R interface to svg-pan-zoom.js)","c(
              person(
                ""Anders"", ""Riutta et. al."", role = c(""aut"", ""cph""),
                comment = ""svg-pan-zoom.js BSD-licensed library in htmlwidgets/lib,
                https://github.com/ariutta/svg-pan-zoom""
              ),
              person(
                ""Jorik"", ""Tangelder"", role = c(""aut"", ""cph""),
                comment = ""hammer.js MIT-licensed touch library in htmlwidgets/lib,
                https://github.com/hammerjs/hammer""
              ),
              person(
                ""Kent"", ""Russell"", role = c(""aut"", ""cre""),
                comment = ""R interface to svg-pan-zoom.js"",
                email = ""kent.russell@timelyportfolio.com""
              )
            )",NA,https://github.com/timelyportfolio/svgPanZoom/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-15,2020-02-15 21:20:02 UTC,"This 'htmlwidget' provides pan and zoom interactivity to R
    graphics, including 'base', 'lattice', and 'ggplot2'. The interactivity is
    provided through the 'svg-pan-zoom.js' library. Various options to the widget
    can tailor the pan and zoom experience to nearly any user desire.",NA,NA,NA,NA,NA,NA,NA,Kent Russell <kent.russell@timelyportfolio.com>,NA,2020-02-15 14:12:31 UTC; kentr,NA,NA,NA,NA,R 'Htmlwidget' to Add Pan and Zoom to Almost any R Graphic,NA,https://github.com/timelyportfolio/svgPanZoom,NA,NA,NA,NA,NA,2020-02-15,NA,"cytomapper, cytoviewer, texPreview",NA,"heuristicsmineR, maths.genealogy",NA,NA,10.32614/CRAN.package.svgPanZoom,TRUE,FALSE,TRUE,FALSE,1
tablesgg,0.9-1,NA,NA,"ggplot2 (>= 3.4.0), tables, graphics, grDevices, stats, tools,
utils, grid",NA,"ggtext, gridtext, quadprog, xtable, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,0739e76964c0fb3340fbc6fa60b22247,no,NA,"Richard Raubertas [aut, cre]","c(person(""Richard"", ""Raubertas"", role=c(""aut"", ""cre""), 
                    email=""rrprf@emvt.net""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-26,2024-01-27 01:10:02 UTC,"Presentation-quality tables are displayed as plots on an R 
  graphics device.  Although there are other packages that format tables 
  for display, this package is unique in combining two features: (a) It is 
  aware of the logical structure of the table being presented, and makes 
  use of that for automatic layout and styling of the table.  This avoids 
  the need for most manual adjustments to achieve an attractive result. 
  (b) It displays tables using 'ggplot2' graphics.  Therefore a table can 
  be presented anywhere a graph could be, with no more effort.  External 
  software such as LaTeX or HTML or their viewers is not required.  The 
  package provides a full set of tools to control the style and appearance 
  of tables, including titles, footnotes and reference marks, horizontal 
  and vertical rules, and spacing of rows and columns.  Methods are included 
  to display matrices; data frames; tables created by R's ftable(), table(), 
  and xtabs() functions; and tables created by the 'tables' and 'xtable' 
  packages.  Methods can be added to display other table-like objects.  A 
  vignette is included that illustrates usage and options available in the 
  package.",NA,NA,NA,yes,NA,NA,NA,Richard Raubertas <rrprf@emvt.net>,NA,2024-01-26 20:49:43 UTC; rfr,NA,NA,NA,NA,"Presentation-Quality Tables, Displayed Using 'ggplot2'",NA,https://github.com/rrprf/tablesgg,NA,knitr,NA,NA,NA,2024-01-27,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.tablesgg,TRUE,TRUE,TRUE,FALSE,2
tdr,0.13,NA,"lattice, ggplot2","RColorBrewer, grDevices, stats, utils",NA,latticeExtra,NA,GPL-2,NA,NA,NA,NA,e94e59d167432ca8c63c0fce20d699dd,no,NA,"Oscar Perpinan Lamigueiro [cre, aut]","person(""Oscar"", ""Perpinan Lamigueiro"", email=""oscar.perpinan@gmail.com"", role=c('cre', 'aut'))",NA,https://github.com/oscarperpinan/tdr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-10,2018-01-10 21:19:37 UTC,"Implementation of target diagrams using 'lattice' and 'ggplot2' graphics. Target diagrams provide a graphical overview of the respective contributions of the unbiased RMSE and MBE to the total RMSE (Jolliff, J. et al., 2009. ""Summary Diagrams for Coupled Hydrodynamic-Ecosystem Model Skill Assessment."" Journal of Marine Systems 76: 64–82.)",UTF-8,NA,NA,NA,NA,NA,NA,Oscar Perpinan Lamigueiro <oscar.perpinan@gmail.com>,NA,2018-01-10 21:09:35 UTC; oscar,NA,NA,NA,NA,Target Diagram,Package,http://github.com/oscarperpinan/tdr,NA,NA,NA,NA,NA,2018-01-10,NA,NA,NA,"solaR, solaR2",NA,NA,10.32614/CRAN.package.tdr,TRUE,FALSE,TRUE,FALSE,1
Ternary,2.3.3,NA,R (>= 3.6.0),"PlotTools (>= 0.2.0), RcppHungarian, shiny, sp,",NA,"colourpicker, knitr, readxl, rmarkdown, shinyjs, spelling,
testthat (>= 3.0), vdiffr,",NA,GPL (>= 2),NA,NA,NA,NA,805bd186c460257eafcfca77d6e858f0,no,NA,"Martin R. Smith [aut, cre, cph]
    (<https://orcid.org/0000-0001-5660-1727>),
  Lilian Sanselme [ctb]","c(person(""Martin R."", ""Smith"",
                    email = ""martin.smith@durham.ac.uk"",
                    role = c(""aut"", ""cre"", ""cph""), 
                    comment = c(ORCID = ""0000-0001-5660-1727"")
                   ),
             person(""Lilian"", ""Sanselme"", role = ""ctb"")
            )",NA,https://github.com/ms609/Ternary/issues/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-27 13:10:02 UTC,"Plots ternary diagrams (simplex plots / Gibbs triangles) and
  Holdridge life zone plots <doi:10.1126/science.105.2727.367> using the
  standard graphics functions.
  Allows custom annotation, interpolating, contouring and scaling of plotting
  region.
  Includes a 'Shiny' user interface for point-and-click ternary plotting.
  An alternative to 'ggtern', which uses the 'ggplot2' family of plotting 
  functions.",UTF-8,NA,en-GB,true,NA,NA,NA,Martin R. Smith <martin.smith@durham.ac.uk>,NA,2024-08-27 12:05:18 UTC; pjjg18,NA,NA,NA,NA,Create Ternary and Holdridge Plots,NA,"https://ms609.github.io/Ternary/,
https://github.com/ms609/Ternary/",NA,knitr,NA,NA,NA,2024-08-27,NA,"bexy, comstab, CongreveLamsdell2016, Quartet, shinyNORRRM",NA,"fastTopics, pomdp, TreeDist",NA,NA,10.32614/CRAN.package.Ternary,TRUE,FALSE,TRUE,FALSE,1
textab,1.0.1,NA,NA,NA,NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,662ab524116838bf2276859a963ea3af,no,NA,"Thibaut Lamadon [aut, cph],
  Bradley Setzler [aut, cre, cph]","c(
      person(""Thibaut"", ""Lamadon"", , ""thibaut.lamadon@gmail.com"", role = c(""aut"",""cph"")),
      person(""Bradley"", ""Setzler"", , ""bradley.setzler@gmail.com"", role = c(""aut"",""cre"",""cph""))
    )",NA,https://github.com/setzler/textab/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-25 11:50:02 UTC,"Generate 'LaTeX' tables directly from R. It builds 'LaTeX' tables in blocks in the spirit of 'ggplot2' using the '+' and '/' operators for concatenation in the vertical and horizontal dimensions, respectively. It exports tables in the 'LaTeX' tabular environment using '.tex' code. It can compile '.tex' code to 'PDF' automatically.",UTF-8,NA,NA,NA,NA,NA,NA,Bradley Setzler <bradley.setzler@gmail.com>,NA,2023-04-25 11:41:52 UTC; bradleysetzler,NA,NA,NA,NA,Create Highly-Customized 'LaTeX' Tables,NA,https://setzler.github.io/textab/,NA,knitr,NA,NA,NA,2023-04-25,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.textab,TRUE,FALSE,TRUE,FALSE,1
tgamtheme,0.1.0,NA,R (>= 3.5.0),"grDevices, ggplot2",NA,testthat (>= 3.0.0),NA,MIT + file LICENSE,NA,NA,NA,NA,d9a8bf025f6909690817d0a1769c046f,no,NA,"Tom Cardoso [aut, cre] (creator and maintainer)","c(person(""Tom"", ""Cardoso"", email = ""tcardoso@globeandmail.com"", role = c(""aut"", ""cre""), comment = ""creator and maintainer""))",NA,https://github.com/globeandmail/tgamtheme/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-05 09:40:08 UTC,"Theme and colour palettes for The Globe and Mail's graphics. Includes colour and fill scale functions, colour palette helpers and a Globe-styled 'ggplot2' theme object.",UTF-8,NA,en-US,true,NA,NA,NA,Tom Cardoso <tcardoso@globeandmail.com>,NA,2021-01-29 17:45:50 UTC; tcardoso,NA,NA,NA,NA,Globe and Mail Graphics Theme for 'ggplot2',Package,"https://github.com/globeandmail/tgamtheme,
https://globeandmail.github.io/tgamtheme/",NA,NA,NA,NA,NA,2021-02-05,NA,upstartr,NA,NA,NA,NA,10.32614/CRAN.package.tgamtheme,TRUE,FALSE,TRUE,FALSE,1
thematic,0.1.6,NA,R (>= 3.0.0),"farver, ggplot2 (>= 3.3.0), graphics, grDevices, grid,
rappdirs, rlang, rstudioapi (>= 0.8), scales, utils",NA,"bslib, Cairo, curl, gganimate, ggiraph, htmltools, jsonlite,
knitr, lattice, ragg, rmarkdown, shiny (>= 1.5.0), showtext,
stats, svglite, sysfonts, systemfonts, testthat, vdiffr (>=
1.0.0), withr",NA,MIT + file LICENSE,NA,NA,NA,NA,256e05a2faae3bb5b8b7765332c9bade,no,NA,"Carson Sievert [aut, cre] (<https://orcid.org/0000-0002-4958-2844>),
  Barret Schloerke [aut] (<https://orcid.org/0000-0001-9986-114X>),
  Joe Cheng [aut],
  Posit Software, PBC [cph, fnd]","c(
    person(""Carson"", ""Sievert"", , ""carson@posit.co"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-4958-2844"")),
    person(""Barret"", ""Schloerke"", , ""barret@posit.co"", role = ""aut"",
           comment = c(ORCID = ""0000-0001-9986-114X"")),
    person(""Joe"", ""Cheng"", , ""joe@posit.co"", role = ""aut""),
    person(""Posit Software, PBC"", role = c(""cph"", ""fnd""))
  )",NA,https://github.com/rstudio/thematic/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'auto.R' 'base.R' 'cache.R' 'gfonts.R' 'ggplot.R' 'globals.R'
'hooks.R' 'knitr.R' 'lattice.R' 'onLoad.R' 'thematic-package.R'
'thematic-save-plot.R' 'thematic.R' 'utils.R'
'view-shinytest.R'",NA,NA,NA,NA,NA,2024-07-29 15:50:02 UTC,"Theme 'ggplot2', 'lattice', and 'base' graphics based on a
    few choices, including foreground color, background color, accent
    color, and font family. Fonts that aren't available on the system, but
    are available via download on 'Google Fonts', can be automatically
    downloaded, cached, and registered for use with the 'showtext' and
    'ragg' packages.",UTF-8,NA,NA,NA,NA,NA,NA,Carson Sievert <carson@posit.co>,NA,2024-07-25 15:50:58 UTC; cpsievert,NA,NA,NA,NA,"Unified and Automatic 'Theming' of 'ggplot2', 'lattice', and
'base' R Graphics",NA,"https://rstudio.github.io/thematic/,
https://github.com/rstudio/thematic",NA,NA,NA,NA,NA,2024-07-29,NA,"NiLeDAM, oceanexplorer",NA,"actxps, bs4Dash, bslib, shinyMobile",NA,NA,10.32614/CRAN.package.thematic,TRUE,FALSE,TRUE,FALSE,1
tidybayes,3.0.7,NA,R (>= 4.0.0),"methods, ggdist (>= 3.0.0), dplyr (>= 1.1.0), tidyr (>=
1.0.0), ggplot2 (>= 3.3.5), coda, rlang (>= 0.3.0),
arrayhelpers, tidyselect, tibble, magrittr, posterior (>=
1.0.1), withr, cli, vctrs",NA,"knitr, testthat, purrr (>= 0.2.3), forcats, vdiffr (>=
1.0.0), svglite, rstan (>= 2.17.0), rstantools (>= 2.1.0),
runjags, rjags, jagsUI, rstanarm (>= 2.19.2), emmeans, broom
(>= 0.4.3), MCMCglmm, bayesplot, modelr, brms (>= 2.16.0),
cowplot, covr, rmarkdown, ggrepel, bindrcpp, RColorBrewer,
gganimate, gifski, png, ragg, pkgdown, distributional,
transformr",NA,GPL (>= 3),NA,NA,NA,NA,9a5ab072a71abc885f4c573bc242d2b9,no,NA,"Matthew Kay [aut, cre],
  Timothy Mastny [ctb]","c(
        person(""Matthew"", ""Kay"", role = c(""aut"", ""cre""), email = ""mjskay@northwestern.edu""),
        person(""Timothy"", ""Mastny"", role = ""ctb"", email = ""tim.mastny@gmail.com"")
    )",NA,https://github.com/mjskay/tidybayes/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""ggdist-curve_interval.R"" ""ggdist-cut_cdf_qi.R""
""ggdist-geom_slabinterval.R"" ""ggdist-geom_dotsinterval.R""
""ggdist-geom_interval.R"" ""ggdist-geom_lineribbon.R""
""ggdist-geom_pointinterval.R"" ""ggdist-lkjcorr_marginal.R""
""ggdist-parse_dist.R"" ""ggdist-scales.R""
""ggdist-stat_slabinterval.R"" ""ggdist-stat_dist_slabinterval.R""
""ggdist-stat_sample_slabinterval.R""
""ggdist-stat_dotsinterval.R"" ""ggdist-stat_pointinterval.R""
""ggdist-stat_interval.R"" ""ggdist-stat_lineribbon.R""
""ggdist-student_t.R"" ""ggdist-theme_ggdist.R""
""ggdist-tidy_format_translators.R"" ""tidybayes-package.R""
""add_draws.R"" ""combine_chains.R"" ""compare_levels.R""
""compose_data.R"" ""density_bins.R"" ""emmeans_comparison.R""
""epred_draws.R"" ""epred_rvars.R"" ""flip_aes.R"" ""gather_draws.R""
""gather_emmeans_draws.R"" ""gather_pairs.R"" ""gather_rvars.R""
""gather_variables.R"" ""get_variables.R"" ""global_variables.R""
""linpred_draws.R"" ""linpred_rvars.R"" ""nest_rvars.R"" ""onAttach.R""
""point_interval.R"" ""predict_curve.R"" ""predicted_draws.R""
""predicted_rvars.R"" ""recover_types.R"" ""residual_draws.R""
""sample_draws.R"" ""spread_draws.R"" ""spread_rvars.R""
""summarise_draws.R"" ""testthat.R"" ""tidy_draws.R""
""tidybayes-models.R"" ""ungather_draws.R"" ""unspread_draws.R""
""util.R"" ""x_at_y.R"" ""deprecated.R""",NA,NA,NA,NA,NA,2024-09-15 06:20:02 UTC,"Compose data for and extract, manipulate, and visualize posterior draws from Bayesian models
    ('JAGS', 'Stan', 'rstanarm', 'brms', 'MCMCglmm', 'coda', ...) in a tidy data format. Functions are provided
    to help extract tidy data frames of draws from Bayesian models and that generate point
    summaries and intervals in a tidy format. In addition, 'ggplot2' 'geoms' and 'stats' are provided for
    common visualization primitives like points with multiple uncertainty intervals, eye plots (intervals plus
    densities), and fit curves with multiple, arbitrary uncertainty bands.",UTF-8,NA,en-US,NA,NA,NA,NA,Matthew Kay <mjskay@northwestern.edu>,NA,2024-09-15 05:33:44 UTC; matth,NA,NA,NA,NA,Tidy Data and 'Geoms' for Bayesian Models,NA,"https://mjskay.github.io/tidybayes/,
https://github.com/mjskay/tidybayes/",NA,knitr,NA,NA,NA,2024-09-15,NA,"bartMan, BayesERtools, BayesGrowth, bennu, fido, INSPECTumours, mcmsupply, mcp, ppcseq, rcbayes, reslr, surveil, tidytreatment, trialr",NA,"bmm, multiverse, rstanemax",NA,NA,10.32614/CRAN.package.tidybayes,TRUE,FALSE,TRUE,FALSE,1
tidychangepoint,1.0.0,NA,R (>= 4.2),"broom, changepoint, cli, dplyr, GA, ggplot2, lifecycle,
memoise, methods, patchwork, purrr, rlang, scales, stringr,
tibble, tidyr, tsibble, vctrs, wbs, xts, zoo",NA,"bench, knitr, here, multitaper, readr, rmarkdown, testthat
(>= 3.0.0)",NA,GPL (>= 3),NA,NA,NA,NA,4b288a107843f209b5d1d5b011a37ccc,no,NA,"Benjamin S. Baumer [aut, cre, cph]
    (<https://orcid.org/0000-0002-3279-0516>),
  Biviana Marcela Suárez Sierra [aut]
    (<https://orcid.org/0000-0003-2151-3537>),
  Arrigo Coen [aut] (<https://orcid.org/0000-0001-7798-7104>),
  Carlos A. Taimal [aut] (<https://orcid.org/0000-0002-8716-1282>),
  Xueheng Shi [ctb]","c(
    person(""Benjamin S."", ""Baumer"", email = ""ben.baumer@gmail.com"", 
      role = c(""aut"", ""cre"", ""cph""), comment = c(ORCID = ""0000-0002-3279-0516"")
    ),
    person(
      ""Biviana Marcela"", ""Suárez Sierra"", email = ""bmsuarezs@eafit.edu.co"", 
      role = c(""aut""), comment = c(ORCID = ""0000-0003-2151-3537"")
    ),    
    person(
      ""Arrigo"", ""Coen"", role = c(""aut""), 
      comment = c(ORCID = ""0000-0001-7798-7104"")
    ),
    person(
      ""Carlos A."", ""Taimal"", role = c(""aut""), 
      comment = c(ORCID = ""0000-0002-8716-1282"")
    ),
    person(
      ""Xueheng"", ""Shi"", role = c(""ctb"")
    )
  )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-31 20:50:02 UTC,"Changepoint detection algorithms for R are widespread but have
    different interfaces and reporting conventions. 
    This makes the comparative analysis of results difficult. 
    We solve this problem by providing a tidy, unified interface for several 
    different changepoint detection algorithms. 
    We also provide consistent numerical and graphical reporting leveraging 
    the 'broom' and 'ggplot2' packages. ",UTF-8,NA,NA,true,NA,NA,NA,Benjamin S. Baumer <ben.baumer@gmail.com>,NA,2025-01-31 20:37:42 UTC; bbaumer,NA,NA,NA,NA,A Tidy Framework for Changepoint Detection Analysis,NA,https://beanumber.github.io/tidychangepoint/,NA,knitr,NA,NA,NA,2025-01-31,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.tidychangepoint,TRUE,FALSE,TRUE,FALSE,1
tidyEdSurvey,0.1.3,NA,"R (>= 3.5.0), EdSurvey (>= 4.0.1),","dplyr, ggplot2, tidyselect, lifecycle, cli, stats, rlang,
methods",NA,testthat,NA,GPL-2,NA,NA,NA,NA,d51c93ecc77fe95e3f66ab5271ff05c3,no,NA,"Blue Webb [aut, cre] (<https://orcid.org/0009-0004-4080-9864>),
  Tom Fink [ctb] (<https://orcid.org/0009-0003-9308-2833>)","c(person(""Blue"",""Webb"",,""bwebb@air.org"",role=c(""aut"", ""cre""),
              comment = c(ORCID = ""0009-0004-4080-9864"")),
            person(""Tom"", ""Fink"",role = ""ctb"",
              comment = c(ORCID = ""0009-0003-9308-2833"")))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-14,2024-05-14 20:20:03 UTC,"Takes objects of class edsurvey.data.frame and converts them to a data.frame within the calling environment of 'dplyr' and 'ggplot2' functions. Additionally, for plotting with 'ggplot2', users can map aesthetics to subject scales and all plausible values will be used. This package supports student level data; to work with school or teacher level data, see '?EdSurvey::getData'.",UTF-8,NA,NA,NA,NA,NA,NA,Blue Webb <bwebb@air.org>,NA,2024-05-14 19:19:08 UTC; bwebb,NA,NA,NA,NA,Integration of 'dplyr' and 'ggplot2' with 'EdSurvey',NA,NA,NA,NA,NA,NA,NA,2024-05-14,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.tidyEdSurvey,TRUE,FALSE,TRUE,FALSE,1
tidygam,1.0.0,NA,R (>= 2.10),"cli, dplyr, ggplot2, glue, insight, magrittr, mgcv, rlang,
stringr, tibble, tidyr, tidyselect",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,f8934601d5de95b8a5edfdb34414d6c2,no,NA,"Stefano Coretta [aut, cre]","
    c(person(given = ""Stefano"",
             family = ""Coretta"",
             email = paste0(""stefano.coretta"", ""@"", ""gmail.com""),
             role = c(""aut"", ""cre"")))",NA,https://github.com/stefanocoretta/tidygam/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-18,2024-12-18 15:50:02 UTC,"Provides functions that compute predictions from Generalised
    Additive Models (GAMs) fitted with 'mgcv' and return them as a tibble.
    These can be plotted with a generic plot()-method that uses 'ggplot2' or
    plotted as any other data frame. The main function is predict_gam().",UTF-8,NA,en-US,true,NA,NA,NA,Stefano Coretta <stefano.coretta@gmail.com>,NA,2024-12-18 15:32:50 UTC; ste,NA,NA,NA,NA,Tidy Prediction and Plotting of Generalised Additive Models,Package,"https://github.com/stefanocoretta/tidygam,
https://stefanocoretta.github.io/tidygam/",NA,knitr,NA,NA,NA,2024-12-18,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.tidygam,TRUE,FALSE,TRUE,FALSE,1
